,title,timestamp,edits
50,1925 Florida Gators football team,2009-12-31 00:00:00,2
51,1925 Florida Gators football team,2010-12-31 00:00:00,1
52,1925 Florida Gators football team,2013-12-31 00:00:00,1
53,1925 Florida Gators football team,2015-12-31 00:00:00,118
54,1925 Florida Gators football team,2016-12-31 00:00:00,16
55,1952–53 Austrian football championship,2008-12-31 00:00:00,5
56,1952–53 Austrian football championship,2009-12-31 00:00:00,3
57,1952–53 Austrian football championship,2010-12-31 00:00:00,8
58,1952–53 Austrian football championship,2011-12-31 00:00:00,7
59,1952–53 Austrian football championship,2013-12-31 00:00:00,2
60,1952–53 Austrian football championship,2015-12-31 00:00:00,2
61,1953 in television,2003-12-31 00:00:00,19
62,1953 in television,2004-12-31 00:00:00,26
63,1953 in television,2005-12-31 00:00:00,23
64,1953 in television,2006-12-31 00:00:00,11
65,1953 in television,2007-12-31 00:00:00,14
66,1953 in television,2008-12-31 00:00:00,11
67,1953 in television,2009-12-31 00:00:00,12
68,1953 in television,2010-12-31 00:00:00,10
69,1953 in television,2011-12-31 00:00:00,26
70,1953 in television,2012-12-31 00:00:00,9
71,1953 in television,2013-12-31 00:00:00,7
72,1953 in television,2014-12-31 00:00:00,17
73,1953 in television,2015-12-31 00:00:00,17
74,1953 in television,2016-12-31 00:00:00,4
75,1957–58 Boston Celtics season,2012-12-31 00:00:00,4
76,1957–58 Boston Celtics season,2013-12-31 00:00:00,3
77,1957–58 Boston Celtics season,2014-12-31 00:00:00,2
78,1957–58 Boston Celtics season,2015-12-31 00:00:00,1
79,1957–58 Boston Celtics season,2016-12-31 00:00:00,3
80,1958 Nebraska Cornhuskers football team,2010-12-31 00:00:00,4
81,1958 Nebraska Cornhuskers football team,2011-12-31 00:00:00,2
82,1958 Nebraska Cornhuskers football team,2012-12-31 00:00:00,9
83,1958 Nebraska Cornhuskers football team,2013-12-31 00:00:00,4
84,1958 Nebraska Cornhuskers football team,2015-12-31 00:00:00,1
85,1958 Nebraska Cornhuskers football team,2016-12-31 00:00:00,1
86,1963 WCHA Men's Ice Hockey Tournament,2014-12-31 00:00:00,9
87,1963 WCHA Men's Ice Hockey Tournament,2016-12-31 00:00:00,1
88,1973 New York Jets season,2007-12-31 00:00:00,2
89,1973 New York Jets season,2008-12-31 00:00:00,4
90,1973 New York Jets season,2009-12-31 00:00:00,9
91,1973 New York Jets season,2010-12-31 00:00:00,1
92,1973 New York Jets season,2011-12-31 00:00:00,3
93,1973 New York Jets season,2013-12-31 00:00:00,8
94,1973 New York Jets season,2014-12-31 00:00:00,3
95,1973 New York Jets season,2015-12-31 00:00:00,4
96,1973 New York Jets season,2016-12-31 00:00:00,4
97,1980 Ohio State Buckeyes football team,2008-12-31 00:00:00,7
98,1980 Ohio State Buckeyes football team,2009-12-31 00:00:00,16
99,1980 Ohio State Buckeyes football team,2010-12-31 00:00:00,3
100,1980 Ohio State Buckeyes football team,2011-12-31 00:00:00,3
101,1980 Ohio State Buckeyes football team,2012-12-31 00:00:00,5
102,1980 Ohio State Buckeyes football team,2013-12-31 00:00:00,14
103,1980 Ohio State Buckeyes football team,2014-12-31 00:00:00,35
104,1980 Ohio State Buckeyes football team,2015-12-31 00:00:00,15
105,1981 Canadian Ladies Curling Association Championship,2012-12-31 00:00:00,11
106,1981 Canadian Ladies Curling Association Championship,2013-12-31 00:00:00,4
107,1986 European Super Cup,2008-12-31 00:00:00,4
108,1986 European Super Cup,2009-12-31 00:00:00,12
109,1986 European Super Cup,2010-12-31 00:00:00,24
110,1986 European Super Cup,2011-12-31 00:00:00,9
111,1986 European Super Cup,2012-12-31 00:00:00,8
112,1986 European Super Cup,2013-12-31 00:00:00,4
113,1986 European Super Cup,2014-12-31 00:00:00,10
114,1986 European Super Cup,2015-12-31 00:00:00,2
115,1988 WTA German Open – Singles,2009-12-31 00:00:00,1
116,1988 WTA German Open – Singles,2010-12-31 00:00:00,4
117,1988 WTA German Open – Singles,2012-12-31 00:00:00,1
118,1988 WTA German Open – Singles,2013-12-31 00:00:00,3
119,1988 WTA German Open – Singles,2016-12-31 00:00:00,3
120,1989 TFL Statewide League season,2009-12-31 00:00:00,58
121,1989 TFL Statewide League season,2010-12-31 00:00:00,18
122,1989 TFL Statewide League season,2011-12-31 00:00:00,8
123,1989 TFL Statewide League season,2012-12-31 00:00:00,2
124,1989 TFL Statewide League season,2013-12-31 00:00:00,4
125,1989 TFL Statewide League season,2015-12-31 00:00:00,2
126,1989 TFL Statewide League season,2016-12-31 00:00:00,1
127,1993 FIVB Volleyball World League,2008-12-31 00:00:00,14
128,1993 FIVB Volleyball World League,2009-12-31 00:00:00,5
129,1993 FIVB Volleyball World League,2010-12-31 00:00:00,6
130,1993 FIVB Volleyball World League,2011-12-31 00:00:00,4
131,1993 FIVB Volleyball World League,2012-12-31 00:00:00,10
132,1993 FIVB Volleyball World League,2013-12-31 00:00:00,5
133,1993 FIVB Volleyball World League,2014-12-31 00:00:00,12
134,1993 FIVB Volleyball World League,2015-12-31 00:00:00,1
135,1993 FIVB Volleyball World League,2016-12-31 00:00:00,2
136,1993–94 Mexican Primera División season,2009-12-31 00:00:00,3
137,1993–94 Mexican Primera División season,2010-12-31 00:00:00,8
138,1993–94 Mexican Primera División season,2011-12-31 00:00:00,2
139,1993–94 Mexican Primera División season,2012-12-31 00:00:00,3
140,1993–94 Mexican Primera División season,2013-12-31 00:00:00,6
141,1993–94 Mexican Primera División season,2014-12-31 00:00:00,12
142,1993–94 Mexican Primera División season,2015-12-31 00:00:00,5
143,1993–94 Mexican Primera División season,2016-12-31 00:00:00,19
144,1995 3. Divisjon,2010-12-31 00:00:00,1
145,1995 3. Divisjon,2011-12-31 00:00:00,1
146,1995 3. Divisjon,2012-12-31 00:00:00,2
147,1995 3. Divisjon,2013-12-31 00:00:00,5
148,1995 3. Divisjon,2015-12-31 00:00:00,1
149,1995–96 Cypriot Cup,2015-12-31 00:00:00,10
150,1995–96 Cypriot Cup,2016-12-31 00:00:00,6
151,1996 CA-TennisTrophy – Singles,2009-12-31 00:00:00,3
152,1996 CA-TennisTrophy – Singles,2010-12-31 00:00:00,2
153,1996 CA-TennisTrophy – Singles,2011-12-31 00:00:00,1
154,1996 CA-TennisTrophy – Singles,2012-12-31 00:00:00,3
155,1996 CA-TennisTrophy – Singles,2013-12-31 00:00:00,4
156,1996 CA-TennisTrophy – Singles,2016-12-31 00:00:00,2
157,1998 Pilot Pen International – Women's Singles,2010-12-31 00:00:00,3
158,1998 Pilot Pen International – Women's Singles,2011-12-31 00:00:00,1
159,1998 Pilot Pen International – Women's Singles,2013-12-31 00:00:00,2
160,"20,000 Watt R.S.L.",2005-12-31 00:00:00,3
161,"20,000 Watt R.S.L.",2006-12-31 00:00:00,14
162,"20,000 Watt R.S.L.",2007-12-31 00:00:00,11
163,"20,000 Watt R.S.L.",2008-12-31 00:00:00,12
164,"20,000 Watt R.S.L.",2009-12-31 00:00:00,7
165,"20,000 Watt R.S.L.",2010-12-31 00:00:00,7
166,"20,000 Watt R.S.L.",2011-12-31 00:00:00,10
167,"20,000 Watt R.S.L.",2012-12-31 00:00:00,3
168,"20,000 Watt R.S.L.",2013-12-31 00:00:00,4
169,"20,000 Watt R.S.L.",2014-12-31 00:00:00,8
170,"20,000 Watt R.S.L.",2015-12-31 00:00:00,3
171,2000 IIHF World Championship Final,2010-12-31 00:00:00,33
172,2000 IIHF World Championship Final,2011-12-31 00:00:00,3
173,2000 IIHF World Championship Final,2012-12-31 00:00:00,6
174,2000 IIHF World Championship Final,2013-12-31 00:00:00,3
175,2000 IIHF World Championship Final,2014-12-31 00:00:00,8
176,2000 IIHF World Championship Final,2015-12-31 00:00:00,3
177,2004 J&S Cup – Singles,2009-12-31 00:00:00,6
178,2004 J&S Cup – Singles,2010-12-31 00:00:00,3
179,2004 J&S Cup – Singles,2013-12-31 00:00:00,4
180,2004 J&S Cup – Singles,2014-12-31 00:00:00,2
181,2004 J&S Cup – Singles,2015-12-31 00:00:00,1
182,2004 J&S Cup – Singles,2016-12-31 00:00:00,1
183,2006 Internazionali BNL d'Italia – Men's Singles,2008-12-31 00:00:00,13
184,2006 Internazionali BNL d'Italia – Men's Singles,2009-12-31 00:00:00,7
185,2006 Internazionali BNL d'Italia – Men's Singles,2010-12-31 00:00:00,6
186,2006 Internazionali BNL d'Italia – Men's Singles,2011-12-31 00:00:00,1
187,2006 Internazionali BNL d'Italia – Men's Singles,2012-12-31 00:00:00,4
188,2006 Internazionali BNL d'Italia – Men's Singles,2013-12-31 00:00:00,7
189,2006 Internazionali BNL d'Italia – Men's Singles,2014-12-31 00:00:00,3
190,2006 Internazionali BNL d'Italia – Men's Singles,2015-12-31 00:00:00,1
191,2006 RCA Championships – Singles,2011-12-31 00:00:00,4
192,2006 RCA Championships – Singles,2012-12-31 00:00:00,1
193,2006 RCA Championships – Singles,2013-12-31 00:00:00,3
194,2006 RCA Championships – Singles,2014-12-31 00:00:00,4
195,2006 RCA Championships – Singles,2016-12-31 00:00:00,1
196,2006 Tour of the Basque Country,2006-12-31 00:00:00,19
197,2006 Tour of the Basque Country,2007-12-31 00:00:00,14
198,2006 Tour of the Basque Country,2008-12-31 00:00:00,15
199,2006 Tour of the Basque Country,2009-12-31 00:00:00,5
200,2006 Tour of the Basque Country,2010-12-31 00:00:00,6
201,2006 Tour of the Basque Country,2011-12-31 00:00:00,4
202,2006 Tour of the Basque Country,2012-12-31 00:00:00,2
203,2006 Tour of the Basque Country,2013-12-31 00:00:00,3
204,2006 Tour of the Basque Country,2014-12-31 00:00:00,1
205,2006 Tour of the Basque Country,2015-12-31 00:00:00,1
206,2006 Tour of the Basque Country,2016-12-31 00:00:00,1
207,2007 Munster Senior Hurling Championship Final,2009-12-31 00:00:00,21
208,2007 Munster Senior Hurling Championship Final,2010-12-31 00:00:00,2
209,2007 Munster Senior Hurling Championship Final,2011-12-31 00:00:00,1
210,2007 Munster Senior Hurling Championship Final,2012-12-31 00:00:00,7
211,2007 Munster Senior Hurling Championship Final,2013-12-31 00:00:00,2
212,2007 Munster Senior Hurling Championship Final,2014-12-31 00:00:00,2
213,2008 Mid-American Conference Baseball Tournament,2013-12-31 00:00:00,2
214,2008 Mid-American Conference Baseball Tournament,2014-12-31 00:00:00,1
215,2008 Mid-American Conference Baseball Tournament,2015-12-31 00:00:00,2
216,2010 in Albanian television,2015-12-31 00:00:00,7
217,2011 Conference USA football season,2011-12-31 00:00:00,151
218,2011 Conference USA football season,2012-12-31 00:00:00,15
219,2011 Conference USA football season,2014-12-31 00:00:00,1
220,2011–12 FC Politehnica Timișoara season,2011-12-31 00:00:00,108
221,2011–12 FC Politehnica Timișoara season,2012-12-31 00:00:00,12
222,2011–12 FC Politehnica Timișoara season,2013-12-31 00:00:00,9
223,2011–12 FC Politehnica Timișoara season,2014-12-31 00:00:00,1
224,2011–12 FC Politehnica Timișoara season,2015-12-31 00:00:00,8
225,2011–12 FC Politehnica Timișoara season,2016-12-31 00:00:00,5
226,2011–12 NCAA Division I women's basketball rankings,2011-12-31 00:00:00,2
227,2011–12 NCAA Division I women's basketball rankings,2012-12-31 00:00:00,12
228,2011–12 NCAA Division I women's basketball rankings,2013-12-31 00:00:00,2
229,2011–12 NCAA Division I women's basketball rankings,2015-12-31 00:00:00,1
230,2012 Città di Caltanissetta – Singles,2012-12-31 00:00:00,85
231,2012 Città di Caltanissetta – Singles,2013-12-31 00:00:00,2
232,2012 Città di Caltanissetta – Singles,2014-12-31 00:00:00,5
233,2012 Città di Caltanissetta – Singles,2016-12-31 00:00:00,2
234,2012–13 SC Paderborn 07 season,2012-12-31 00:00:00,8
235,2012–13 SC Paderborn 07 season,2013-12-31 00:00:00,11
236,2012–13 SC Paderborn 07 season,2015-12-31 00:00:00,6
237,2013 in Singapore,2013-12-31 00:00:00,47
238,2013 in Singapore,2014-12-31 00:00:00,26
239,2013 in Singapore,2015-12-31 00:00:00,5
240,2013 in Singapore,2016-12-31 00:00:00,2
241,2013–14 Wigan Athletic F.C. season,2013-12-31 00:00:00,396
242,2013–14 Wigan Athletic F.C. season,2014-12-31 00:00:00,170
243,2013–14 Wigan Athletic F.C. season,2015-12-31 00:00:00,6
244,2013–14 Wigan Athletic F.C. season,2016-12-31 00:00:00,1
245,2013–14 Xavier Musketeers men's basketball team,2013-12-31 00:00:00,42
246,2013–14 Xavier Musketeers men's basketball team,2014-12-31 00:00:00,37
247,2013–14 Xavier Musketeers men's basketball team,2015-12-31 00:00:00,2
248,2013–14 Xavier Musketeers men's basketball team,2016-12-31 00:00:00,2
249,2014 Copa del Sol,2014-12-31 00:00:00,78
250,2014 Copa del Sol,2015-12-31 00:00:00,1
251,2014 Northwest Territories fires,2014-12-31 00:00:00,10
252,2014 Northwest Territories fires,2015-12-31 00:00:00,2
253,2014 Northwest Territories fires,2016-12-31 00:00:00,2
254,2014–15 Beitar Jerusalem F.C. season,2014-12-31 00:00:00,110
255,2014–15 Beitar Jerusalem F.C. season,2015-12-31 00:00:00,87
256,2015 Santosh Trophy qualification,2014-12-31 00:00:00,10
257,2015 Santosh Trophy qualification,2015-12-31 00:00:00,69
258,20Q,2005-12-31 00:00:00,32
259,20Q,2006-12-31 00:00:00,76
260,20Q,2007-12-31 00:00:00,62
261,20Q,2008-12-31 00:00:00,44
262,20Q,2009-12-31 00:00:00,37
263,20Q,2010-12-31 00:00:00,6
264,20Q,2011-12-31 00:00:00,22
265,20Q,2012-12-31 00:00:00,20
266,20Q,2013-12-31 00:00:00,8
267,20Q,2014-12-31 00:00:00,4
268,20Q,2015-12-31 00:00:00,11
269,20Q,2016-12-31 00:00:00,3
270,32nd Canadian Parliament,2004-12-31 00:00:00,13
271,32nd Canadian Parliament,2005-12-31 00:00:00,37
272,32nd Canadian Parliament,2006-12-31 00:00:00,39
273,32nd Canadian Parliament,2007-12-31 00:00:00,54
274,32nd Canadian Parliament,2008-12-31 00:00:00,12
275,32nd Canadian Parliament,2009-12-31 00:00:00,12
276,32nd Canadian Parliament,2010-12-31 00:00:00,7
277,32nd Canadian Parliament,2011-12-31 00:00:00,14
278,32nd Canadian Parliament,2012-12-31 00:00:00,8
279,32nd Canadian Parliament,2013-12-31 00:00:00,8
280,32nd Canadian Parliament,2014-12-31 00:00:00,4
281,32nd Canadian Parliament,2015-12-31 00:00:00,5
282,32nd Canadian Parliament,2016-12-31 00:00:00,1
283,44th Infantry Brigade (United Kingdom),2008-12-31 00:00:00,18
284,44th Infantry Brigade (United Kingdom),2009-12-31 00:00:00,5
285,44th Infantry Brigade (United Kingdom),2010-12-31 00:00:00,2
286,44th Infantry Brigade (United Kingdom),2011-12-31 00:00:00,5
287,44th Infantry Brigade (United Kingdom),2012-12-31 00:00:00,6
288,44th Infantry Brigade (United Kingdom),2013-12-31 00:00:00,2
289,44th Infantry Brigade (United Kingdom),2014-12-31 00:00:00,7
290,44th Infantry Brigade (United Kingdom),2015-12-31 00:00:00,18
291,44th Infantry Brigade (United Kingdom),2016-12-31 00:00:00,1
292,8th & Pine (St. Louis MetroLink),2016-12-31 00:00:00,1
293,A Frolic of His Own,2006-12-31 00:00:00,9
294,A Frolic of His Own,2007-12-31 00:00:00,2
295,A Frolic of His Own,2008-12-31 00:00:00,5
296,A Frolic of His Own,2009-12-31 00:00:00,2
297,A Frolic of His Own,2011-12-31 00:00:00,3
298,A Frolic of His Own,2012-12-31 00:00:00,7
299,A Frolic of His Own,2013-12-31 00:00:00,10
300,A Frolic of His Own,2014-12-31 00:00:00,8
301,A Frolic of His Own,2015-12-31 00:00:00,6
302,A Frolic of His Own,2016-12-31 00:00:00,4
303,A Mulher Invisível,2011-12-31 00:00:00,22
304,A Mulher Invisível,2012-12-31 00:00:00,8
305,A Mulher Invisível,2013-12-31 00:00:00,7
306,A Mulher Invisível,2014-12-31 00:00:00,5
307,A Mulher Invisível,2015-12-31 00:00:00,2
308,A Mulher Invisível,2016-12-31 00:00:00,1
309,Abba Kompaneyets,2013-12-31 00:00:00,4
310,Abba Kompaneyets,2014-12-31 00:00:00,1
311,Abba Kompaneyets,2015-12-31 00:00:00,1
312,Abbo (bishop of Soissons),2013-12-31 00:00:00,3
313,Abbo (bishop of Soissons),2015-12-31 00:00:00,1
314,Abbo (bishop of Soissons),2016-12-31 00:00:00,1
315,Abu al-Abbas al-Nabati,2012-12-31 00:00:00,20
316,Abu al-Abbas al-Nabati,2013-12-31 00:00:00,24
317,Abu al-Abbas al-Nabati,2015-12-31 00:00:00,1
318,Abu al-Abbas al-Nabati,2016-12-31 00:00:00,2
319,Abu al-Hassan al-Amiri,2007-12-31 00:00:00,9
320,Abu al-Hassan al-Amiri,2008-12-31 00:00:00,2
321,Abu al-Hassan al-Amiri,2009-12-31 00:00:00,14
322,Abu al-Hassan al-Amiri,2010-12-31 00:00:00,6
323,Abu al-Hassan al-Amiri,2011-12-31 00:00:00,14
324,Abu al-Hassan al-Amiri,2012-12-31 00:00:00,5
325,Abu al-Hassan al-Amiri,2013-12-31 00:00:00,3
326,Abu al-Hassan al-Amiri,2014-12-31 00:00:00,2
327,Abu al-Hassan al-Amiri,2015-12-31 00:00:00,3
328,Abu al-Hassan al-Amiri,2016-12-31 00:00:00,3
329,"Acalmani (Ayutla de los Libres), Guerrero",2010-12-31 00:00:00,6
330,"Acalmani (Ayutla de los Libres), Guerrero",2011-12-31 00:00:00,1
331,"Acalmani (Ayutla de los Libres), Guerrero",2014-12-31 00:00:00,1
332,"Acalmani (Ayutla de los Libres), Guerrero",2015-12-31 00:00:00,1
333,Achhalda,2006-12-31 00:00:00,5
334,Achhalda,2007-12-31 00:00:00,6
335,Achhalda,2008-12-31 00:00:00,3
336,Achhalda,2009-12-31 00:00:00,5
337,Achhalda,2010-12-31 00:00:00,4
338,Achhalda,2011-12-31 00:00:00,5
339,Achhalda,2012-12-31 00:00:00,3
340,Achhalda,2013-12-31 00:00:00,2
341,Achhalda,2014-12-31 00:00:00,1
342,Achhalda,2015-12-31 00:00:00,1
343,Achhalda,2016-12-31 00:00:00,1
344,Acilius (genus),2008-12-31 00:00:00,2
345,Acilius (genus),2009-12-31 00:00:00,3
346,Acilius (genus),2010-12-31 00:00:00,2
347,Acilius (genus),2011-12-31 00:00:00,3
348,Acilius (genus),2012-12-31 00:00:00,3
349,Acilius (genus),2013-12-31 00:00:00,1
350,Acilius (genus),2015-12-31 00:00:00,1
351,Adam Lam,2011-12-31 00:00:00,6
352,Adam Lam,2012-12-31 00:00:00,2
353,Adam Lam,2013-12-31 00:00:00,5
354,Adam Lam,2014-12-31 00:00:00,12
355,Adam Lam,2015-12-31 00:00:00,3
356,Adam Lam,2016-12-31 00:00:00,2
357,Adam Pietrasik,2013-12-31 00:00:00,1
358,Adam Pietrasik,2015-12-31 00:00:00,2
359,Adolphe Monod,2003-12-31 00:00:00,1
360,Adolphe Monod,2004-12-31 00:00:00,3
361,Adolphe Monod,2005-12-31 00:00:00,6
362,Adolphe Monod,2006-12-31 00:00:00,11
363,Adolphe Monod,2007-12-31 00:00:00,4
364,Adolphe Monod,2008-12-31 00:00:00,2
365,Adolphe Monod,2009-12-31 00:00:00,4
366,Adolphe Monod,2010-12-31 00:00:00,2
367,Adolphe Monod,2011-12-31 00:00:00,3
368,Adolphe Monod,2012-12-31 00:00:00,4
369,Adolphe Monod,2013-12-31 00:00:00,8
370,Adolphe Monod,2014-12-31 00:00:00,9
371,Adolphe Monod,2015-12-31 00:00:00,2
372,Adolphe Monod,2016-12-31 00:00:00,1
373,Advance Australia Party,2007-12-31 00:00:00,11
374,Advance Australia Party,2008-12-31 00:00:00,6
375,Advance Australia Party,2010-12-31 00:00:00,3
376,Advance Australia Party,2011-12-31 00:00:00,3
377,Advance Australia Party,2012-12-31 00:00:00,3
378,Advance Australia Party,2013-12-31 00:00:00,1
379,Advance Australia Party,2014-12-31 00:00:00,1
380,Advance Australia Party,2015-12-31 00:00:00,2
381,Advance Australia Party,2016-12-31 00:00:00,5
382,Aechmea eurycorymbus,2009-12-31 00:00:00,1
383,Aechmea eurycorymbus,2010-12-31 00:00:00,1
384,Aechmea eurycorymbus,2011-12-31 00:00:00,1
385,Aechmea eurycorymbus,2013-12-31 00:00:00,2
386,Aechmea eurycorymbus,2014-12-31 00:00:00,2
387,Aechmea eurycorymbus,2015-12-31 00:00:00,1
388,Aechmea eurycorymbus,2016-12-31 00:00:00,1
389,Aechmea sphaerocephala,2009-12-31 00:00:00,1
390,Aechmea sphaerocephala,2010-12-31 00:00:00,1
391,Aechmea sphaerocephala,2011-12-31 00:00:00,1
392,Aechmea sphaerocephala,2012-12-31 00:00:00,1
393,Aechmea sphaerocephala,2013-12-31 00:00:00,2
394,Aechmea sphaerocephala,2014-12-31 00:00:00,2
395,Aechmea sphaerocephala,2015-12-31 00:00:00,1
396,Aeolian (album),2007-12-31 00:00:00,24
397,Aeolian (album),2008-12-31 00:00:00,17
398,Aeolian (album),2010-12-31 00:00:00,6
399,Aeolian (album),2011-12-31 00:00:00,7
400,Aeolian (album),2012-12-31 00:00:00,2
401,Aeolian (album),2013-12-31 00:00:00,9
402,Aeolian (album),2014-12-31 00:00:00,3
403,Aeolian (album),2015-12-31 00:00:00,1
404,Aeolian (album),2016-12-31 00:00:00,1
405,Afshjerd,2013-12-31 00:00:00,1
406,Agribusiness Teaching Center,2012-12-31 00:00:00,41
407,Agribusiness Teaching Center,2013-12-31 00:00:00,4
408,Agribusiness Teaching Center,2014-12-31 00:00:00,59
409,Agribusiness Teaching Center,2015-12-31 00:00:00,6
410,Agribusiness Teaching Center,2016-12-31 00:00:00,4
411,Ahmad Salim,2007-12-31 00:00:00,6
412,Ahmad Salim,2008-12-31 00:00:00,4
413,Ahmad Salim,2009-12-31 00:00:00,10
414,Ahmad Salim,2010-12-31 00:00:00,5
415,Ahmad Salim,2011-12-31 00:00:00,8
416,Ahmad Salim,2012-12-31 00:00:00,5
417,Ahmad Salim,2013-12-31 00:00:00,3
418,Ahmad Salim,2014-12-31 00:00:00,1
419,Ahmad Salim,2015-12-31 00:00:00,1
420,Ahmad Salim,2016-12-31 00:00:00,1
421,Ahmed Hamdy,2015-12-31 00:00:00,2
422,Ahmed Hamdy,2016-12-31 00:00:00,1
423,Aircraft Mechanics Fraternal Association,2005-12-31 00:00:00,9
424,Aircraft Mechanics Fraternal Association,2006-12-31 00:00:00,69
425,Aircraft Mechanics Fraternal Association,2007-12-31 00:00:00,13
426,Aircraft Mechanics Fraternal Association,2008-12-31 00:00:00,12
427,Aircraft Mechanics Fraternal Association,2009-12-31 00:00:00,4
428,Aircraft Mechanics Fraternal Association,2010-12-31 00:00:00,5
429,Aircraft Mechanics Fraternal Association,2011-12-31 00:00:00,7
430,Aircraft Mechanics Fraternal Association,2012-12-31 00:00:00,7
431,Aircraft Mechanics Fraternal Association,2013-12-31 00:00:00,3
432,Aircraft Mechanics Fraternal Association,2014-12-31 00:00:00,3
433,Aircraft Mechanics Fraternal Association,2015-12-31 00:00:00,1
434,Aircraft Mechanics Fraternal Association,2016-12-31 00:00:00,4
435,Aivars Lazdenieks,2009-12-31 00:00:00,4
436,Aivars Lazdenieks,2010-12-31 00:00:00,2
437,Aivars Lazdenieks,2011-12-31 00:00:00,2
438,Aivars Lazdenieks,2012-12-31 00:00:00,5
439,Aivars Lazdenieks,2013-12-31 00:00:00,2
440,Aivars Lazdenieks,2015-12-31 00:00:00,1
441,Aivars Lazdenieks,2016-12-31 00:00:00,4
442,"Aix, Nord",2008-12-31 00:00:00,11
443,"Aix, Nord",2009-12-31 00:00:00,7
444,"Aix, Nord",2010-12-31 00:00:00,9
445,"Aix, Nord",2011-12-31 00:00:00,5
446,"Aix, Nord",2012-12-31 00:00:00,10
447,"Aix, Nord",2013-12-31 00:00:00,1
448,"Aix, Nord",2014-12-31 00:00:00,2
449,"Aix, Nord",2016-12-31 00:00:00,1
450,"Ajjanahalli, Arsikere",2009-12-31 00:00:00,4
451,"Ajjanahalli, Arsikere",2010-12-31 00:00:00,1
452,"Ajjanahalli, Arsikere",2013-12-31 00:00:00,1
453,"Ajjanahalli, Arsikere",2014-12-31 00:00:00,1
454,"Ajjanahalli, Arsikere",2016-12-31 00:00:00,1
455,Akagawa Motoyasu,2007-12-31 00:00:00,8
456,Akagawa Motoyasu,2008-12-31 00:00:00,17
457,Akagawa Motoyasu,2009-12-31 00:00:00,2
458,Akagawa Motoyasu,2010-12-31 00:00:00,3
459,Akagawa Motoyasu,2012-12-31 00:00:00,4
460,Akagawa Motoyasu,2013-12-31 00:00:00,2
461,Akagawa Motoyasu,2015-12-31 00:00:00,1
462,Akagawa Motoyasu,2016-12-31 00:00:00,1
463,"Akbarabad, Tuyserkan",2013-12-31 00:00:00,4
464,Alan Ford (actor),2004-12-31 00:00:00,2
465,Alan Ford (actor),2005-12-31 00:00:00,9
466,Alan Ford (actor),2006-12-31 00:00:00,21
467,Alan Ford (actor),2007-12-31 00:00:00,25
468,Alan Ford (actor),2008-12-31 00:00:00,18
469,Alan Ford (actor),2009-12-31 00:00:00,15
